Gene stable ID	Gene name	Human gene stable ID	Human gene name	Human Whole-genome alignment coverage	Human orthology confidence [0 low, 1 high]
ENSMMUG00000055569					
ENSMMUG00000058391					
ENSMMUG00000020171	GZMK	ENSG00000113088	GZMK	100.00	1
ENSMMUG00000050294	Metazoa_SRP				
ENSMMUG00000062074	Y_RNA	ENSG00000206582	Y_RNA	100.00	1
ENSMMUG00000006864	KIAA1328	ENSG00000150477	KIAA1328	100.00	1
ENSMMUG00000033863	SNORD98	ENSG00000283551	SNORD98	100.00	1
ENSMMUG00000024803		ENSG00000201407		100.00	1
ENSMMUG00000056561	Metazoa_SRP				
ENSMMUG00000013632	MIA	ENSG00000261857	MIA	100.00	1
ENSMMUG00000058093	Metazoa_SRP				
ENSMMUG00000064422	Metazoa_SRP				
ENSMMUG00000024313	Y_RNA	ENSG00000202470	Y_RNA	100.00	1
ENSMMUG00000006600	MTMR12	ENSG00000150712	MTMR12	100.00	1
ENSMMUG00000042419					
ENSMMUG00000060181	Y_RNA				
ENSMMUG00000036576	U6				
ENSMMUG00000018306	KIAA2026	ENSG00000183354	KIAA2026	100.00	1
ENSMMUG00000023801	LCN2	ENSG00000148346	LCN2	100.00	1
ENSMMUG00000019402	CTHRC1	ENSG00000164932	CTHRC1	100.00	1
ENSMMUG00000041756	SIAH3	ENSG00000215475	SIAH3	100.00	1
ENSMMUG00000007868	AAK1	ENSG00000115977	AAK1	100.00	1
ENSMMUG00000004711	TMEM74B	ENSG00000125895	TMEM74B	100.00	1
ENSMMUG00000052585					
ENSMMUG00000006692	SCUBE2	ENSG00000175356	SCUBE2	100.00	1
ENSMMUG00000051723					
ENSMMUG00000061261	Metazoa_SRP				
ENSMMUG00000006758	CYP27A1	ENSG00000135929	CYP27A1	100.00	1
ENSMMUG00000057358					
ENSMMUG00000020668	CCNE1	ENSG00000105173	CCNE1	100.00	1
ENSMMUG00000049834	Metazoa_SRP				
ENSMMUG00000045825	MAP1LC3A	ENSG00000101460	MAP1LC3A	100.00	1
ENSMMUG00000019264	ETHE1	ENSG00000105755	ETHE1	100.00	1
ENSMMUG00000026662	Y_RNA	ENSG00000195401	Y_RNA	100.00	1
ENSMMUG00000003733	XKR4	ENSG00000206579	XKR4	100.00	1
ENSMMUG00000025582	U6	ENSG00000212535	RNU6-808P	100.00	1
ENSMMUG00000018497	ACVR1	ENSG00000115170	ACVR1	100.00	1
ENSMMUG00000057370	NDUFB10	ENSG00000140990	NDUFB10	100.00	1
ENSMMUG00000041950	CPLX4	ENSG00000166569	CPLX4	100.00	1
ENSMMUG00000060684					
ENSMMUG00000035611	U6	ENSG00000202285	RNU6-117P	100.00	1
ENSMMUG00000009798	CTCF	ENSG00000102974	CTCF	100.00	1
ENSMMUG00000010350	CIDEC	ENSG00000187288	CIDEC	100.00	1
ENSMMUG00000057323	Metazoa_SRP				
ENSMMUG00000004146	RBBP9	ENSG00000089050	RBBP9	100.00	1
ENSMMUG00000060906					
ENSMMUG00000058233		ENSG00000276085	CCL3L3	100.00	1
ENSMMUG00000058896					
ENSMMUG00000051223					
ENSMMUG00000001940	NME1				
ENSMMUG00000060323	Metazoa_SRP				
ENSMMUG00000000797	EXPH5	ENSG00000110723	EXPH5	100.00	1
ENSMMUG00000007659	XPOT	ENSG00000184575	XPOT	100.00	1
ENSMMUG00000059955					
ENSMMUG00000020404	OIT3	ENSG00000138315	OIT3	100.00	1
ENSMMUG00000033307		ENSG00000212273		0.00	0
ENSMMUG00000025480	Y_RNA	ENSG00000275982	Y_RNA	100.00	1
ENSMMUG00000019189	HERPUD1	ENSG00000051108	HERPUD1	100.00	1
ENSMMUG00000061895					
ENSMMUG00000000353	METTL21EP	ENSG00000250878	METTL21EP	100.00	1
ENSMMUG00000056494					
ENSMMUG00000004205	PLBD2	ENSG00000151176	PLBD2	100.00	1
ENSMMUG00000056503					
ENSMMUG00000023198	TET1	ENSG00000138336	TET1	100.00	1
ENSMMUG00000051861	U6				
ENSMMUG00000026782	U1	ENSG00000201616	RNU1-91P	100.00	1
ENSMMUG00000012373	LTC4S	ENSG00000213316	LTC4S	100.00	1
ENSMMUG00000043345		ENSG00000116030	SUMO1	0.00	0
ENSMMUG00000005695	ZNF121	ENSG00000197961	ZNF121	100.00	1
ENSMMUG00000049977					
ENSMMUG00000010866	IFNL1	ENSG00000182393	IFNL1	100.00	1
ENSMMUG00000053385					
ENSMMUG00000051100	Metazoa_SRP				
ENSMMUG00000050857					
ENSMMUG00000028844					
ENSMMUG00000048847	Metazoa_SRP	ENSG00000239595	RN7SL79P	100.00	1
ENSMMUG00000009801	ZFX	ENSG00000005889	ZFX	100.00	1
ENSMMUG00000035440		ENSG00000252349		100.00	1
ENSMMUG00000063439	Metazoa_SRP				
ENSMMUG00000011078	PCDH19	ENSG00000165194	PCDH19	100.00	1
ENSMMUG00000055253					
ENSMMUG00000004709	PSMF1	ENSG00000125818	PSMF1	100.00	1
ENSMMUG00000063883					
ENSMMUG00000027297	mml-mir-651	ENSG00000207628	MIR651	100.00	1
ENSMMUG00000019415	GPM6B	ENSG00000046653	GPM6B	100.00	1
ENSMMUG00000006528	ARHGAP15	ENSG00000075884	ARHGAP15	100.00	1
ENSMMUG00000055000					
ENSMMUG00000053017					
ENSMMUG00000017781	NMI	ENSG00000123609	NMI	100.00	1
ENSMMUG00000059835		ENSG00000169059	VCX3A	0.00	0
ENSMMUG00000059835		ENSG00000129864	VCY	0.00	0
ENSMMUG00000059835		ENSG00000129862	VCY1B	100.00	1
ENSMMUG00000059835		ENSG00000177504	VCX2	100.00	1
ENSMMUG00000059835		ENSG00000205642	VCX3B	100.00	0
ENSMMUG00000059835		ENSG00000182583	VCX	0.00	0
ENSMMUG00000059989	Metazoa_SRP	ENSG00000264271	RN7SL488P	0.00	0
ENSMMUG00000063562					
ENSMMUG00000050715	U6	ENSG00000202186	RNU6-497P	100.00	1
ENSMMUG00000006059	TTLL12	ENSG00000100304	TTLL12	100.00	1
ENSMMUG00000045695	Metazoa_SRP	ENSG00000264862	RN7SL45P	100.00	1
ENSMMUG00000064713	Metazoa_SRP				
ENSMMUG00000008330	QRSL1	ENSG00000130348	QRSL1	100.00	1
ENSMMUG00000020667	VPS28	ENSG00000160948	VPS28	100.00	1
ENSMMUG00000018966	RFX1	ENSG00000132005	RFX1	100.00	1
ENSMMUG00000058361					
ENSMMUG00000052372					
ENSMMUG00000000513	OSBPL5	ENSG00000021762	OSBPL5	100.00	1
ENSMMUG00000052286	Metazoa_SRP				
ENSMMUG00000060187					
ENSMMUG00000053506	Metazoa_SRP				
ENSMMUG00000051683	U7				
ENSMMUG00000026988	MIR331	ENSG00000199172	MIR331	100.00	1
ENSMMUG00000064038	Metazoa_SRP	ENSG00000278100	Metazoa_SRP	0.00	0
ENSMMUG00000008940	UBE2L5	ENSG00000236444	UBE2L5	100.00	1
ENSMMUG00000055238	Metazoa_SRP				
ENSMMUG00000008716	SNAI3	ENSG00000185669	SNAI3	100.00	1
ENSMMUG00000025257	SNORA46	ENSG00000207493	SNORA46	100.00	1
ENSMMUG00000057815					
ENSMMUG00000053205					
ENSMMUG00000012317	DPF2				
ENSMMUG00000059769	Metazoa_SRP				
ENSMMUG00000053838					
ENSMMUG00000011201	UBE2D3	ENSG00000109332	UBE2D3	100.00	1
ENSMMUG00000055176					
ENSMMUG00000036957	U1	ENSG00000200204	RNU1-22P	100.00	1
ENSMMUG00000040599	MIR326	ENSG00000199090	MIR326	100.00	1
ENSMMUG00000001328	ALDH3A1	ENSG00000108602	ALDH3A1	100.00	1
ENSMMUG00000051601					
ENSMMUG00000003723	SLC4A9	ENSG00000113073	SLC4A9	100.00	1
ENSMMUG00000026013	U6	ENSG00000201742	RNU6-563P	100.00	1
ENSMMUG00000004910	DNAL1	ENSG00000119661	DNAL1	100.00	1
ENSMMUG00000056624		ENSG00000167578	RAB4B	100.00	1
ENSMMUG00000005797	ALDH1L2	ENSG00000136010	ALDH1L2	100.00	1
ENSMMUG00000025577	SNORA50A	ENSG00000281910	SNORA50A	100.00	1
ENSMMUG00000058160		ENSG00000169059	VCX3A	0.00	0
ENSMMUG00000058160		ENSG00000129864	VCY	100.00	1
ENSMMUG00000058160		ENSG00000129862	VCY1B	0.00	0
ENSMMUG00000058160		ENSG00000177504	VCX2	100.00	1
ENSMMUG00000058160		ENSG00000205642	VCX3B	100.00	0
ENSMMUG00000058160		ENSG00000182583	VCX	0.00	0
ENSMMUG00000049276					
ENSMMUG00000007583	RAX	ENSG00000134438	RAX	100.00	1
ENSMMUG00000040212	Metazoa_SRP	ENSG00000264833	RN7SL468P	100.00	1
ENSMMUG00000049481		ENSG00000200891		100.00	1
ENSMMUG00000061001					
ENSMMUG00000058804	HSPB2	ENSG00000170276	HSPB2	100.00	1
ENSMMUG00000059811					
ENSMMUG00000009738	SLC25A29	ENSG00000197119	SLC25A29	100.00	1
ENSMMUG00000016225	SLC22A8	ENSG00000149452	SLC22A8	100.00	1
ENSMMUG00000017170	CDNF	ENSG00000185267	CDNF	100.00	0
ENSMMUG00000050368	Metazoa_SRP				
ENSMMUG00000019404	SLC25A32	ENSG00000164933	SLC25A32	100.00	1
ENSMMUG00000065348	PLAC9	ENSG00000189129	PLAC9	98.11	1
ENSMMUG00000016545	C1QL2	ENSG00000144119	C1QL2	100.00	1
ENSMMUG00000007664	SLC10A2	ENSG00000125255	SLC10A2	100.00	1
ENSMMUG00000032853	mml-mir-193a	ENSG00000207614	MIR193A	100.00	1
ENSMMUG00000051227					
ENSMMUG00000011687	DSC2	ENSG00000134755	DSC2	100.00	1
ENSMMUG00000055321					
ENSMMUG00000057858					
ENSMMUG00000009484	ZSCAN10	ENSG00000130182	ZSCAN10	100.00	1
ENSMMUG00000051092					
ENSMMUG00000040893	SNORA50A	ENSG00000206952	SNORA50A	100.00	1
ENSMMUG00000051928		ENSG00000171469	ZNF561	73.44	0
ENSMMUG00000065349	Metazoa_SRP				
ENSMMUG00000058466					
ENSMMUG00000020949	GRAMD4	ENSG00000075240	GRAMD4	100.00	1
ENSMMUG00000058926	LRFN1	ENSG00000128011	LRFN1	100.00	1
ENSMMUG00000063139	Metazoa_SRP				
ENSMMUG00000055755	ZNF554	ENSG00000172006	ZNF554	100.00	1
ENSMMUG00000006362	HUWE1	ENSG00000086758	HUWE1	100.00	1
ENSMMUG00000020082	BCAS1	ENSG00000064787	BCAS1	100.00	1
ENSMMUG00000004054	YES1	ENSG00000176105	YES1	100.00	1
ENSMMUG00000017025	ZC3H13	ENSG00000123200	ZC3H13	100.00	1
ENSMMUG00000024671	U8	ENSG00000200463	SNORD118	100.00	1
ENSMMUG00000054419					
ENSMMUG00000003137	ADAM2	ENSG00000104755	ADAM2	100.00	1
ENSMMUG00000062590					
ENSMMUG00000041596					
ENSMMUG00000054808	Metazoa_SRP				
ENSMMUG00000062672					
ENSMMUG00000019684	NQO1	ENSG00000181019	NQO1	100.00	1
ENSMMUG00000013020	GSN	ENSG00000148180	GSN	100.00	1
ENSMMUG00000064886	Y_RNA	ENSG00000199291	Y_RNA	0.00	0
ENSMMUG00000035746	U6	ENSG00000222544	RNU6-735P	100.00	1
ENSMMUG00000034112	RNU6ATAC7P	ENSG00000221038	RNU6ATAC7P	100.00	1
ENSMMUG00000018191	ANOS1	ENSG00000011201	ANOS1	100.00	1
ENSMMUG00000005860		ENSG00000171970	ZNF57	0.00	0
ENSMMUG00000004717	ITFG1	ENSG00000129636	ITFG1	100.00	1
ENSMMUG00000024885	U1	ENSG00000206698	RNU1-73P	100.00	1
ENSMMUG00000004143	POLR3F	ENSG00000132664	POLR3F	100.00	1
ENSMMUG00000063377	CYSLTR2	ENSG00000152207	CYSLTR2	100.00	1
ENSMMUG00000052687					
ENSMMUG00000057042					
ENSMMUG00000065196	Metazoa_SRP				
ENSMMUG00000020402	MCU	ENSG00000156026	MCU	100.00	1
ENSMMUG00000029068	RNF166	ENSG00000158717	RNF166	100.00	1
ENSMMUG00000011961	FAM210A	ENSG00000177150	FAM210A	100.00	1
ENSMMUG00000012020	NCOA3	ENSG00000124151	NCOA3	100.00	1
ENSMMUG00000029267	RPS2	ENSG00000140988	RPS2	100.00	1
ENSMMUG00000056653	Metazoa_SRP				
ENSMMUG00000007584	GRP	ENSG00000134443	GRP	100.00	1
ENSMMUG00000014301	NECTIN2	ENSG00000130202	NECTIN2	100.00	1
ENSMMUG00000046615	HMGB1	ENSG00000189403	HMGB1	100.00	1
ENSMMUG00000003501		ENSG00000196507	TCEAL3	100.00	1
ENSMMUG00000003501		ENSG00000204071	TCEAL6	0.00	0
ENSMMUG00000055944	TMEM107	ENSG00000179029	TMEM107	100.00	1
ENSMMUG00000052055					
ENSMMUG00000064477	Metazoa_SRP				
ENSMMUG00000056127	Metazoa_SRP				
ENSMMUG00000026939	mml-mir-365-2	ENSG00000283978	MIR365B	100.00	1
ENSMMUG00000018280	JAGN1	ENSG00000171135	JAGN1	100.00	1
ENSMMUG00000062006	METAP2	ENSG00000111142	METAP2	100.00	1
ENSMMUG00000026232	Y_RNA	ENSG00000207229	Y_RNA	100.00	1
ENSMMUG00000054340					
ENSMMUG00000051096	Metazoa_SRP				
ENSMMUG00000053533					
ENSMMUG00000065340					
ENSMMUG00000005477	TMEM68	ENSG00000167904	TMEM68	100.00	1
ENSMMUG00000011645	DMAP1	ENSG00000178028	DMAP1	100.00	1
ENSMMUG00000054420	U6	ENSG00000201433	RNU6-335P	100.00	1
ENSMMUG00000051200	Metazoa_SRP				
ENSMMUG00000013746	GMFG	ENSG00000130755	GMFG	100.00	1
ENSMMUG00000059094					
ENSMMUG00000057470					
ENSMMUG00000003500	TCEAL1	ENSG00000172465	TCEAL1	100.00	1
ENSMMUG00000032465	CFP	ENSG00000126759	CFP	100.00	1
ENSMMUG00000002610	MARCO	ENSG00000019169	MARCO	100.00	1
ENSMMUG00000051738	U7	ENSG00000238653	RNU7-62P	100.00	1
ENSMMUG00000040697	Metazoa_SRP	ENSG00000243976	RN7SL523P	100.00	1
ENSMMUG00000015512	BAIAP2	ENSG00000175866	BAIAP2	100.00	1
ENSMMUG00000057969	Metazoa_SRP				
ENSMMUG00000019265	ZNF575	ENSG00000176472	ZNF575	100.00	1
ENSMMUG00000065252	Y_RNA	ENSG00000202190	Y_RNA	100.00	1
ENSMMUG00000021989	ZNF14	ENSG00000105708	ZNF14	100.00	1
ENSMMUG00000037411	U6	ENSG00000251739	RNU6-1053P	100.00	1
ENSMMUG00000009487	ZNF205	ENSG00000122386	ZNF205	100.00	1
ENSMMUG00000057731					
ENSMMUG00000027494	U6	ENSG00000201382	RNU6-558P	100.00	1
ENSMMUG00000005744	GRIN2C	ENSG00000161509	GRIN2C	100.00	1
ENSMMUG00000063752	PIGU	ENSG00000101464	PIGU	100.00	1
ENSMMUG00000017563	CETP	ENSG00000087237	CETP	100.00	1
ENSMMUG00000063509	Metazoa_SRP				
ENSMMUG00000012374	MGAT4B	ENSG00000161013	MGAT4B	100.00	1
ENSMMUG00000022613	RECK	ENSG00000122707	RECK	100.00	1
ENSMMUG00000051714					
ENSMMUG00000034405	U2	ENSG00000222465	RNU2-5P	100.00	1
ENSMMUG00000024262		ENSG00000207166	SNORA68	100.00	1
ENSMMUG00000053029					
ENSMMUG00000032857	U6	ENSG00000212510	RNU6-972P	100.00	1
ENSMMUG00000052064	Metazoa_SRP				
ENSMMUG00000063938	Metazoa_SRP				
ENSMMUG00000064758					
ENSMMUG00000053387					
ENSMMUG00000039944	RASGRF2	ENSG00000113319	RASGRF2	100.00	1
ENSMMUG00000018870	C15H9orf64	ENSG00000165118	C9orf64	100.00	1
ENSMMUG00000063233	RTN4RL1	ENSG00000185924	RTN4RL1	100.00	1
ENSMMUG00000019224	NARF	ENSG00000141562	NARF	100.00	1
ENSMMUG00000006001	SLC38A7	ENSG00000103042	SLC38A7	100.00	1
ENSMMUG00000042062		ENSG00000172468	HSFY1	0.00	0
ENSMMUG00000042062		ENSG00000169953	HSFY2	0.00	0
ENSMMUG00000058892					
ENSMMUG00000051377					
ENSMMUG00000052113	Metazoa_SRP				
ENSMMUG00000036969	U6	ENSG00000238658	RNU6-625P	100.00	1
ENSMMUG00000001208	NRAP	ENSG00000197893	NRAP	100.00	1
ENSMMUG00000053931					
ENSMMUG00000021081	TUBA1A	ENSG00000167552	TUBA1A	100.00	1
ENSMMUG00000036283	U6				
ENSMMUG00000052329					
ENSMMUG00000055485					
ENSMMUG00000018198	CCDC6	ENSG00000108091	CCDC6	100.00	1
ENSMMUG00000063040	Metazoa_SRP	ENSG00000263558	RN7SL716P	0.00	0
ENSMMUG00000063973					
ENSMMUG00000062213	Metazoa_SRP				
ENSMMUG00000055251					
ENSMMUG00000051528	Metazoa_SRP				
ENSMMUG00000014458	RBKS	ENSG00000171174	RBKS	100.00	1
ENSMMUG00000004486	COG6	ENSG00000133103	COG6	100.00	1
ENSMMUG00000050408					
ENSMMUG00000014345	EXOSC5	ENSG00000077348	EXOSC5	100.00	1
ENSMMUG00000044890	U1	ENSG00000252681	RNU1-97P	100.00	1
ENSMMUG00000044890	U1	ENSG00000252166	RNU1-95P	100.00	1
ENSMMUG00000044890	U1	ENSG00000252625	RNU1-40P	100.00	1
ENSMMUG00000044890	U1	ENSG00000251917	RNU1-86P	100.00	1
ENSMMUG00000044890	U1	ENSG00000252561	RNU1-125P	0.00	0
ENSMMUG00000044890	U1	ENSG00000252513	RNU1-128P	100.00	1
ENSMMUG00000044890	U1	ENSG00000252426	RNU1-107P	100.00	1
ENSMMUG00000022133	CRYAB	ENSG00000109846	CRYAB	100.00	1
ENSMMUG00000008702	SYNPO2	ENSG00000172403	SYNPO2	100.00	1
ENSMMUG00000063739	Metazoa_SRP				
ENSMMUG00000063422	EGLN2				
ENSMMUG00000013865	SLC25A47	ENSG00000140107	SLC25A47	100.00	1
ENSMMUG00000052767					
ENSMMUG00000028843	SLC5A5	ENSG00000105641	SLC5A5	100.00	1
ENSMMUG00000064194					
ENSMMUG00000018281	IL17RE	ENSG00000163701	IL17RE	100.00	1
ENSMMUG00000009799	CARMIL2	ENSG00000159753	CARMIL2	100.00	1
ENSMMUG00000055155					
ENSMMUG00000034824	U6	ENSG00000251907	RNU6-240P	100.00	1
ENSMMUG00000050441	Metazoa_SRP	ENSG00000277635	Metazoa_SRP	0.00	0
ENSMMUG00000040370					
ENSMMUG00000043379	U7				
ENSMMUG00000049397					
ENSMMUG00000063968	U7				
ENSMMUG00000004625	PGGHG	ENSG00000142102	PGGHG	100.00	1
ENSMMUG00000050940					
ENSMMUG00000062735					
ENSMMUG00000004129	KANSL1	ENSG00000120071	KANSL1	100.00	1
ENSMMUG00000053061					
ENSMMUG00000003469					
ENSMMUG00000035383	U6	ENSG00000199739	RNU6-552P	100.00	1
ENSMMUG00000055774	Metazoa_SRP				
ENSMMUG00000049404					
ENSMMUG00000007485	ZNF555	ENSG00000186300	ZNF555	100.00	1
ENSMMUG00000012538	UBE2U	ENSG00000177414	UBE2U	100.00	1
ENSMMUG00000051946					
ENSMMUG00000020970	ZNF213	ENSG00000085644	ZNF213	100.00	1
ENSMMUG00000004408	SEC11C	ENSG00000166562	SEC11C	100.00	1
ENSMMUG00000052014	TMEM38A	ENSG00000072954	TMEM38A	100.00	1
ENSMMUG00000057747					
ENSMMUG00000044389					
ENSMMUG00000053231					
ENSMMUG00000018258	PTGES2	ENSG00000148334	PTGES2	100.00	1
ENSMMUG00000060590					
ENSMMUG00000053401	Metazoa_SRP				
ENSMMUG00000059939		ENSG00000196262	PPIA	0.00	0
ENSMMUG00000011444	COL2A1	ENSG00000139219	COL2A1	100.00	1
ENSMMUG00000064408					
ENSMMUG00000062373					
ENSMMUG00000053358					
ENSMMUG00000061359	Metazoa_SRP				
ENSMMUG00000041500	Metazoa_SRP	ENSG00000242707	RN7SL362P	100.00	1
ENSMMUG00000049460					
ENSMMUG00000060231					
ENSMMUG00000004723	VEZF1	ENSG00000136451	VEZF1	100.00	1
ENSMMUG00000003383	NXPH3	ENSG00000182575	NXPH3	100.00	1
ENSMMUG00000053288					
ENSMMUG00000004911	PNMA1	ENSG00000176903	PNMA1	100.00	1
ENSMMUG00000054557					
ENSMMUG00000062423					
ENSMMUG00000043306					
ENSMMUG00000051206					
ENSMMUG00000051054	U6				
ENSMMUG00000021594	ATE1	ENSG00000107669	ATE1	100.00	1
ENSMMUG00000020437	NOS3	ENSG00000164867	NOS3	100.00	1
ENSMMUG00000051874					
ENSMMUG00000025849	Y_RNA				
ENSMMUG00000064720	Metazoa_SRP				
ENSMMUG00000051334					
ENSMMUG00000017173	HSPA14	ENSG00000187522	HSPA14	100.00	1
ENSMMUG00000011932	TMC6	ENSG00000141524	TMC6	100.00	1
ENSMMUG00000064131					
ENSMMUG00000001597	GZMA	ENSG00000145649	GZMA	100.00	1
ENSMMUG00000050538	CYP2E1				
ENSMMUG00000006863	TPGS2	ENSG00000134779	TPGS2	100.00	1
ENSMMUG00000004237	TNFRSF19	ENSG00000127863	TNFRSF19	100.00	1
ENSMMUG00000006468	FGFR1OP2	ENSG00000111790	FGFR1OP2	100.00	1
ENSMMUG00000021228	GEMIN5	ENSG00000082516	GEMIN5	100.00	1
ENSMMUG00000003098	PMPCA	ENSG00000165688	PMPCA	100.00	1
ENSMMUG00000054604	mml-mir-7176				
ENSMMUG00000003485	RNMT	ENSG00000101654	RNMT	100.00	1
ENSMMUG00000043893	Metazoa_SRP	ENSG00000265942	RN7SL577P	100.00	1
ENSMMUG00000022530	NOA1	ENSG00000084092	NOA1	100.00	1
ENSMMUG00000063876	Metazoa_SRP				
ENSMMUG00000054008					
ENSMMUG00000058469	Metazoa_SRP				
ENSMMUG00000064355					
ENSMMUG00000015306	CNN2	ENSG00000064666	CNN2	100.00	1
ENSMMUG00000005718	HYAL4	ENSG00000106302	HYAL4	100.00	1
ENSMMUG00000043403					
ENSMMUG00000048229					
ENSMMUG00000049539					
ENSMMUG00000012316	CDC42EP2				
ENSMMUG00000008346					
ENSMMUG00000052782					
ENSMMUG00000065292	Metazoa_SRP				
ENSMMUG00000062364	Metazoa_SRP				
ENSMMUG00000027108	mml-mir-193b	ENSG00000207639	MIR193B	100.00	1
ENSMMUG00000027955		ENSG00000200733		100.00	1
ENSMMUG00000041436	SNORA10	ENSG00000206811	SNORA10	100.00	1
ENSMMUG00000042476	Metazoa_SRP	ENSG00000243420	RN7SL734P	100.00	1
ENSMMUG00000026888	MIR365A	ENSG00000199130	MIR365A	100.00	1
ENSMMUG00000002426	MYL7	ENSG00000106631	MYL7	100.00	1
ENSMMUG00000024096	SNORA64	ENSG00000207405	SNORA64	100.00	1
ENSMMUG00000058961					
ENSMMUG00000060359					
ENSMMUG00000025136	SNORA36C	ENSG00000207016	SNORA36C	100.00	1
ENSMMUG00000006111	MORF4L2	ENSG00000123562	MORF4L2	100.00	1
ENSMMUG00000028833	ZNF506	ENSG00000081665	ZNF506	92.47	1
ENSMMUG00000051613	BORCS6	ENSG00000196544	BORCS6	100.00	1
ENSMMUG00000023756	FNDC3A	ENSG00000102531	FNDC3A	100.00	1
ENSMMUG00000045394	Metazoa_SRP	ENSG00000263968	RN7SL381P	100.00	1
ENSMMUG00000014341	RNLS	ENSG00000184719	RNLS	100.00	1
ENSMMUG00000036994	SNORA78	ENSG00000273587	SNORA78	100.00	1
ENSMMUG00000062212	Metazoa_SRP	ENSG00000244236	RN7SL604P	100.00	1
ENSMMUG00000025285	Y_RNA				
ENSMMUG00000064469					
ENSMMUG00000053099					
ENSMMUG00000022004	MNT	ENSG00000070444	MNT	100.00	1
ENSMMUG00000056663	MLANA	ENSG00000120215	MLANA	100.00	1
ENSMMUG00000060475					
ENSMMUG00000020594	GINS2	ENSG00000131153	GINS2	100.00	1
ENSMMUG00000064164	Metazoa_SRP				
ENSMMUG00000064098					
ENSMMUG00000063317	DHX40	ENSG00000108406	DHX40	100.00	1
ENSMMUG00000062926					
ENSMMUG00000062548	RNF151	ENSG00000179580	RNF151	100.00	1
ENSMMUG00000054238					
ENSMMUG00000016227	SLC22A6	ENSG00000197901	SLC22A6	100.00	1
ENSMMUG00000058353					
ENSMMUG00000002655	TONSL	ENSG00000160949	TONSL	100.00	1
ENSMMUG00000004467	XRCC1	ENSG00000073050	XRCC1	100.00	1
ENSMMUG00000054578	MRPL33				
ENSMMUG00000056005					
ENSMMUG00000009132	MED1	ENSG00000125686	MED1	100.00	1
ENSMMUG00000055150					
ENSMMUG00000062858	U7				
ENSMMUG00000021877	PRKAG3	ENSG00000115592	PRKAG3	100.00	1
ENSMMUG00000049524					
ENSMMUG00000054518	Metazoa_SRP				
ENSMMUG00000037454					
ENSMMUG00000004626	IFITM5	ENSG00000206013	IFITM5	100.00	1
ENSMMUG00000054329					
ENSMMUG00000004913	MIDEAS	ENSG00000156030	MIDEAS	100.00	1
ENSMMUG00000014347	B3GNT8	ENSG00000177191	B3GNT8	100.00	1
ENSMMUG00000062836					
ENSMMUG00000049503					
ENSMMUG00000063234	C14H11orf52	ENSG00000149300	C11orf52	100.00	1
ENSMMUG00000051323	CASP16				
ENSMMUG00000049905	Metazoa_SRP				
ENSMMUG00000022031	POLA2	ENSG00000014138	POLA2	100.00	1
ENSMMUG00000042150	MRLN	ENSG00000227877	MRLN	100.00	1
ENSMMUG00000058336					
ENSMMUG00000020122	RANBP9	ENSG00000010017	RANBP9	100.00	1
ENSMMUG00000009838	COPS2	ENSG00000166200	COPS2	100.00	1
ENSMMUG00000064790					
ENSMMUG00000015829	KDM8	ENSG00000155666	KDM8	100.00	1
ENSMMUG00000009334	DOCK6	ENSG00000130158	DOCK6	100.00	1
ENSMMUG00000014603	NGFR	ENSG00000064300	NGFR	100.00	1
ENSMMUG00000058206	Metazoa_SRP				
ENSMMUG00000023843	U4	ENSG00000222750	RNU4-46P	100.00	1
ENSMMUG00000055547		ENSG00000171772	SYCE1	92.34	1
ENSMMUG00000040792					
ENSMMUG00000005719	SPAM1	ENSG00000106304	SPAM1	100.00	1
ENSMMUG00000052754	Metazoa_SRP				
ENSMMUG00000063366	Metazoa_SRP				
ENSMMUG00000061494					
ENSMMUG00000010639	CHAC2	ENSG00000143942	CHAC2	100.00	1
ENSMMUG00000052844					
ENSMMUG00000002611	LARGE2	ENSG00000165905	LARGE2	100.00	1
ENSMMUG00000059625					
ENSMMUG00000064873					
ENSMMUG00000007251	CTU2	ENSG00000174177	CTU2	100.00	1
ENSMMUG00000047671	FAM9A	ENSG00000183304	FAM9A	100.00	1
ENSMMUG00000051194					
ENSMMUG00000064945	AVPR2	ENSG00000126895	AVPR2	100.00	1
ENSMMUG00000063513					
ENSMMUG00000008212	TNMD	ENSG00000000005	TNMD	100.00	1
ENSMMUG00000057814					
ENSMMUG00000013331	GDE1	ENSG00000006007	GDE1	100.00	1
ENSMMUG00000034564	U6				
ENSMMUG00000006113	GLRA4				
ENSMMUG00000014348		ENSG00000105341	DMAC2	100.00	1
ENSMMUG00000058841	Metazoa_SRP	ENSG00000266569	RN7SL377P	0.00	0
ENSMMUG00000058841	Metazoa_SRP	ENSG00000263974	RN7SL121P	0.00	0
ENSMMUG00000021395	HAUS5	ENSG00000249115	HAUS5	100.00	1
ENSMMUG00000052275	OACYL				
ENSMMUG00000054368	RNF113B	ENSG00000139797	RNF113B	100.00	1
ENSMMUG00000050135		ENSG00000285765	FAM90A23	41.05	0
ENSMMUG00000050135		ENSG00000285720	FAM90A17	41.06	0
ENSMMUG00000050135		ENSG00000171847	FAM90A1	46.81	0
ENSMMUG00000050135		ENSG00000285607	FAM90A9	100.00	1
ENSMMUG00000050135		ENSG00000285687	FAM90A22	100.00	1
ENSMMUG00000050135		ENSG00000215373	FAM90A5P	41.06	0
ENSMMUG00000050135		ENSG00000215354	FAM90A24P	37.83	0
